,user,song,timestamp
38,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-21 15:16
39,user_007XIjOr,p1ouyOzRk7EFEpnK,2019-02-21 15:24
40,user_007XIjOr,p1ouyOzRk7EFEpnK,2019-02-21 15:27
41,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-22 12:22
42,user_007XIjOr,2vcr0MmxOlRhXDml,2019-02-22 12:43
43,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-22 12:53
44,user_007XIjOr,LHETTZcSZLeaVOGh,2019-02-22 12:59
45,user_007XIjOr,2Q44O3s5OQrptQ3Z,2019-02-22 13:04
46,user_007XIjOr,HIOztkPb4YCd1U6p,2019-02-22 13:08
47,user_007XIjOr,6SKmdv6iitGfQ38u,2019-02-22 13:13
48,user_007XIjOr,2Qc6071xvfhWH2T2,2019-02-22 13:30
49,user_007XIjOr,apoHbfRhcRxjkGRZ,2019-02-22 13:33
50,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-22 13:42
51,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-22 13:49
52,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-22 13:55
53,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-22 14:02
54,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-22 14:07
55,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-22 14:49
56,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-22 14:55
57,user_007XIjOr,HoJktTVZrsaESEcq,2019-02-22 15:01
58,user_007XIjOr,85vIEgooVsqvVxRK,2019-02-23 00:13
59,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-23 00:18
60,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-23 00:24
61,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-23 00:31
62,user_007XIjOr,yspG3O3y8atU4RbT,2019-02-23 14:28
63,user_007XIjOr,O5MGXkKLuOIMutHR,2019-02-23 14:37
64,user_007XIjOr,DhLocRBlCrB5ikDO,2019-02-23 14:49
65,user_007XIjOr,b96WKRPEZcQvC69D,2019-02-23 14:52
66,user_007XIjOr,7uv8N33Pw7sNtlvS,2019-02-23 15:02
67,user_007XIjOr,c7pfkD60bury9ATZ,2019-02-23 15:07
68,user_007XIjOr,OPfLbWfPG6JUZq16,2019-02-23 15:10
69,user_007XIjOr,sKKgabkwl44SoTR7,2019-02-23 16:15
70,user_007XIjOr,pUKSRuWq0DhKZqid,2019-02-23 16:23
71,user_007XIjOr,TRqHO9x0KUsdFCzR,2019-02-23 21:13
72,user_007XIjOr,zkJb2QRrowAMNqvr,2019-02-23 21:16
73,user_007XIjOr,2iX7eXI49rkuSUbo,2019-02-23 21:22
74,user_007XIjOr,lHdsYHWV2aB5qYvE,2019-02-23 21:30
75,user_007XIjOr,D098jupnftqfLnvL,2019-02-23 21:36
76,user_007XIjOr,D098jupnftqfLnvL,2019-02-23 21:36
77,user_007XIjOr,nRpEFcFzYZ8Z8Cye,2019-02-23 22:00
78,user_007XIjOr,ztaz9kqb44s2WVLS,2019-02-23 22:06
79,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-23 22:18
80,user_007XIjOr,qorRFLX3V494C01P,2019-02-23 22:26
81,user_007XIjOr,vj16iQ3IsKpFGBL4,2019-02-23 22:31
82,user_007XIjOr,vs5cpeGEt126xt6o,2019-02-23 22:49
83,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-24 00:51
84,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-24 00:57
85,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-24 19:50
86,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-24 19:56
87,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-24 20:03
88,user_007XIjOr,LHETTZcSZLeaVOGh,2019-02-25 02:18
89,user_007XIjOr,ztaz9kqb44s2WVLS,2019-02-25 02:22
90,user_007XIjOr,ztaz9kqb44s2WVLS,2019-02-25 02:27
91,user_007XIjOr,MOB5YD2ZTsY5Pax2,2019-02-25 02:47
92,user_007XIjOr,4g0JdsD03ZguB1Ko,2019-02-25 06:00
93,user_007XIjOr,er1Vlo26tAWimNHf,2019-02-25 12:28
94,user_007XIjOr,c7pfkD60bury9ATZ,2019-02-25 12:31
95,user_007XIjOr,ZEwLorTegrN9PaVJ,2019-02-25 12:34
96,user_007XIjOr,w0DRBn09JGf00jeH,2019-02-25 12:49
97,user_007XIjOr,dG4OW3f5B4p8FrLm,2019-02-25 13:05
98,user_007XIjOr,rAslqKrJYXbLj1rC,2019-02-25 13:20
99,user_007XIjOr,dGeyvi5WCOjDU7da,2019-02-25 13:25
100,user_007XIjOr,019Q5nZ079pL34qa,2019-02-25 13:29
101,user_007XIjOr,OPfLbWfPG6JUZq16,2019-02-25 13:33
102,user_007XIjOr,kQrBpqxbJKeRl6LU,2019-02-25 13:37
103,user_007XIjOr,ztaz9kqb44s2WVLS,2019-02-25 13:48
104,user_007XIjOr,ZoyXABzcDVgA8IEw,2019-02-25 14:01
105,user_007XIjOr,QDtAFWCvEaRwFPnC,2019-02-25 14:06
106,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-25 14:16
107,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-25 14:24
108,user_007XIjOr,xGNVM25u6MnQf9g0,2019-02-25 14:39
109,user_007XIjOr,guOwOEOSByeTbo5N,2019-02-25 15:09
110,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-25 15:24
111,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-25 15:30
112,user_007XIjOr,ettmP9hcOWIUIOnA,2019-02-25 15:41
113,user_007XIjOr,ettmP9hcOWIUIOnA,2019-02-25 15:46
114,user_007XIjOr,4CdcpeoaU33nRBC1,2019-02-25 21:16
115,user_007XIjOr,4CdcpeoaU33nRBC1,2019-02-25 21:22
116,user_007XIjOr,4CdcpeoaU33nRBC1,2019-02-25 21:27
117,user_007XIjOr,83O3gzsQUs0yyr0w,2019-02-25 22:04
118,user_007XIjOr,6SKmdv6iitGfQ38u,2019-02-25 22:08
119,user_007XIjOr,GWPGKg6iJcTs6iu0,2019-02-25 22:27
120,user_007XIjOr,d4FZsprxLhh1DiH3,2019-02-25 22:38
121,user_007XIjOr,sKKgabkwl44SoTR7,2019-02-25 22:58
122,user_007XIjOr,NlE6greyN9xK2Goq,2019-02-25 23:36
123,user_007XIjOr,KFnWDhQZon9coqDZ,2019-02-25 23:39
124,user_007XIjOr,fGPPGXVK5AbcNbOm,2019-02-26 00:06
125,user_007XIjOr,2Qc6071xvfhWH2T2,2019-02-26 00:56
126,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-26 01:09
127,user_007XIjOr,sFjtquf2sdK7R1ee,2019-02-26 01:16
128,user_007XIjOr,1WZsL8AW2Bl2XJAN,2019-02-26 02:57
129,user_007XIjOr,X9mcSLf1iU8e9qvb,2019-02-26 13:07
130,user_007XIjOr,nRpEFcFzYZ8Z8Cye,2019-02-26 13:11
131,user_007XIjOr,3dd1h66omGYxy8qF,2019-02-26 13:39
132,user_007XIjOr,dwpODe8SVpfU7u1W,2019-02-26 15:01
133,user_007XIjOr,0K3SrhMknjp3HCQg,2019-02-26 17:36
134,user_007XIjOr,PyPnL4i4PC55rADy,2019-02-26 17:44
135,user_007XIjOr,DaTQ53TUmfP93FSr,2019-02-26 18:09
136,user_007XIjOr,0ORX2bCMpR9I1YZd,2019-02-26 18:15
137,user_007XIjOr,8v4ErDO7gyOyyYkb,2019-02-26 18:22
138,user_007XIjOr,8v4ErDO7gyOyyYkb,2019-02-26 18:29
139,user_007XIjOr,w0DRBn09JGf00jeH,2019-02-27 12:19
140,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-27 15:39
141,user_007XIjOr,Gof4MUngidge7y1f,2019-02-27 15:44
142,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-02-27 15:54
143,user_007XIjOr,2iX7eXI49rkuSUbo,2019-02-27 16:17
144,user_007XIjOr,rI7IdBtmAsUHpZjK,2019-02-27 16:25
145,user_007XIjOr,HoJktTVZrsaESEcq,2019-02-27 16:29
146,user_007XIjOr,XtQxeQtXI9ZIiBHq,2019-02-27 16:32
147,user_007XIjOr,A651vmPaFmnkdMVV,2019-02-28 12:32
148,user_007XIjOr,gaF9szfTffamatnG,2019-02-28 12:56
149,user_007XIjOr,MpjGpqtyQ80kGRsN,2019-02-28 13:04
150,user_007XIjOr,JnUzsams6T45Qku6,2019-02-28 13:21
151,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-02-28 13:30
152,user_007XIjOr,w0g2sXVHkMs8yf7f,2019-02-28 13:36
153,user_007XIjOr,0ytBMLRPntGgJQps,2019-02-28 13:41
154,user_007XIjOr,O5MGXkKLuOIMutHR,2019-02-28 13:44
155,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-28 13:52
156,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-28 13:58
157,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-28 14:05
158,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-28 14:11
159,user_007XIjOr,zXMHUt57MEYgpgIz,2019-02-28 14:17
160,user_007XIjOr,pUKSRuWq0DhKZqid,2019-02-28 14:22
161,user_007XIjOr,CZgE6qZWTgosz0DS,2019-02-28 17:20
162,user_007XIjOr,INBA0rMrXfo2Xc9N,2019-02-28 17:30
163,user_007XIjOr,qzdMRNsXSBtWlzmc,2019-02-28 17:45
164,user_007XIjOr,4Xx8IqRVugdBy9GD,2019-02-28 19:59
165,user_007XIjOr,4Xx8IqRVugdBy9GD,2019-02-28 20:03
166,user_007XIjOr,nRpEFcFzYZ8Z8Cye,2019-02-28 20:20
167,user_007XIjOr,nRpEFcFzYZ8Z8Cye,2019-02-28 20:26
168,user_007XIjOr,fMAHXkJP4VUi1cCZ,2019-02-28 20:32
169,user_007XIjOr,c7pfkD60bury9ATZ,2019-02-28 20:36
170,user_007XIjOr,fMAHXkJP4VUi1cCZ,2019-02-28 20:36
171,user_007XIjOr,c7pfkD60bury9ATZ,2019-02-28 20:39
172,user_007XIjOr,1NdlPkznBarRiNuJ,2019-02-28 20:46
173,user_007XIjOr,1NdlPkznBarRiNuJ,2019-02-28 20:57
174,user_007XIjOr,1NdlPkznBarRiNuJ,2019-02-28 21:06
175,user_007XIjOr,XANswnCXie49ZoNd,2019-02-28 21:06
176,user_007XIjOr,XANswnCXie49ZoNd,2019-02-28 21:19
177,user_007XIjOr,XANswnCXie49ZoNd,2019-02-28 21:43
178,user_007XIjOr,XANswnCXie49ZoNd,2019-02-28 21:48
179,user_007XIjOr,04iQE4VyxOcloEVY,2019-02-28 21:48
180,user_007XIjOr,XwHo5axzNm4n3UHD,2019-02-28 21:51
181,user_007XIjOr,04iQE4VyxOcloEVY,2019-02-28 21:51
182,user_007XIjOr,DhLocRBlCrB5ikDO,2019-02-28 23:13
183,user_007XIjOr,XwHo5axzNm4n3UHD,2019-02-28 23:13
184,user_007XIjOr,DhLocRBlCrB5ikDO,2019-02-28 23:20
185,user_007XIjOr,dGeyvi5WCOjDU7da,2019-02-28 23:25
186,user_007XIjOr,dGeyvi5WCOjDU7da,2019-02-28 23:27
187,user_007XIjOr,dGeyvi5WCOjDU7da,2019-02-28 23:28
188,user_007XIjOr,b3MJ7AUy2fdXtrdW,2019-02-28 23:30
189,user_007XIjOr,b3MJ7AUy2fdXtrdW,2019-02-28 23:32
190,user_007XIjOr,aPPVq97XeQv8mqsU,2019-02-28 23:39
191,user_007XIjOr,aPPVq97XeQv8mqsU,2019-02-28 23:40
192,user_007XIjOr,lxN2SpOaQsgc2fsi,2019-02-28 23:49
193,user_007XIjOr,lxN2SpOaQsgc2fsi,2019-02-28 23:50
194,user_007XIjOr,4jZqLPTXlzynCP18,2019-03-01 00:24
195,user_007XIjOr,N6xn24OrfbXCgTPW,2019-03-01 00:27
196,user_007XIjOr,4jZqLPTXlzynCP18,2019-03-01 00:30
197,user_007XIjOr,N6xn24OrfbXCgTPW,2019-03-01 00:37
198,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-03-01 00:38
199,user_007XIjOr,bq9a4laPkymhvaj2,2019-03-01 00:46
200,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-03-01 00:46
201,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-01 00:54
202,user_007XIjOr,bq9a4laPkymhvaj2,2019-03-01 00:55
203,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-01 01:03
204,user_007XIjOr,hO69CDSRcmDzupRG,2019-03-01 13:37
205,user_007XIjOr,hO69CDSRcmDzupRG,2019-03-01 15:46
206,user_007XIjOr,VHlDw77EpQHbr399,2019-03-01 15:54
207,user_007XIjOr,VHlDw77EpQHbr399,2019-03-01 15:58
208,user_007XIjOr,EC8ak0Lyeuytk5DE,2019-03-01 16:02
209,user_007XIjOr,48c10ilafPYDEaKl,2019-03-01 16:05
210,user_007XIjOr,EC8ak0Lyeuytk5DE,2019-03-01 16:05
211,user_007XIjOr,48c10ilafPYDEaKl,2019-03-01 16:08
212,user_007XIjOr,85vIEgooVsqvVxRK,2019-03-01 16:11
213,user_007XIjOr,85vIEgooVsqvVxRK,2019-03-01 16:16
214,user_007XIjOr,GsahgqMVYOoiWdue,2019-03-01 16:19
215,user_007XIjOr,GsahgqMVYOoiWdue,2019-03-01 16:21
216,user_007XIjOr,JkDZBV4YxpXFvqHr,2019-03-01 16:21
217,user_007XIjOr,JkDZBV4YxpXFvqHr,2019-03-01 16:25
218,user_007XIjOr,ZoyXABzcDVgA8IEw,2019-03-01 16:39
219,user_007XIjOr,g8qTGNHJA8j3cZYA,2019-03-01 16:45
220,user_007XIjOr,ZoyXABzcDVgA8IEw,2019-03-01 16:45
221,user_007XIjOr,JCnYGNxBR2nVamBs,2019-03-01 16:48
222,user_007XIjOr,g8qTGNHJA8j3cZYA,2019-03-01 16:48
223,user_007XIjOr,JCnYGNxBR2nVamBs,2019-03-01 17:04
224,user_007XIjOr,eqap64zLlsAZxizW,2019-03-01 21:47
225,user_007XIjOr,eqap64zLlsAZxizW,2019-03-01 21:52
226,user_007XIjOr,EGOwSroNZ30GtkMQ,2019-03-01 21:52
227,user_007XIjOr,EGOwSroNZ30GtkMQ,2019-03-01 21:56
228,user_007XIjOr,4tKlPm6Miqyziekh,2019-03-01 21:56
229,user_007XIjOr,4tKlPm6Miqyziekh,2019-03-01 22:00
230,user_007XIjOr,atu6tjQe3PnJ69KG,2019-03-01 22:00
231,user_007XIjOr,atu6tjQe3PnJ69KG,2019-03-01 22:02
232,user_007XIjOr,1NdlPkznBarRiNuJ,2019-03-01 22:12
233,user_007XIjOr,1NdlPkznBarRiNuJ,2019-03-01 22:15
234,user_007XIjOr,7TqeXxx5jkFOmewG,2019-03-01 22:38
235,user_007XIjOr,7TqeXxx5jkFOmewG,2019-03-01 22:40
236,user_007XIjOr,4g0JdsD03ZguB1Ko,2019-03-01 22:40
237,user_007XIjOr,4g0JdsD03ZguB1Ko,2019-03-01 22:43
238,user_007XIjOr,xC249Rc18NqXODqa,2019-03-02 00:05
239,user_007XIjOr,1gEApUktf4hN25zC,2019-03-02 00:09
240,user_007XIjOr,1gEApUktf4hN25zC,2019-03-02 00:09
241,user_007XIjOr,dGeyvi5WCOjDU7da,2019-03-02 00:13
242,user_007XIjOr,1gEApUktf4hN25zC,2019-03-02 00:16
243,user_007XIjOr,1gEApUktf4hN25zC,2019-03-02 00:16
244,user_007XIjOr,NlE6greyN9xK2Goq,2019-03-02 00:26
245,user_007XIjOr,zXouTXUyNaY4r1gM,2019-03-02 00:28
246,user_007XIjOr,zXouTXUyNaY4r1gM,2019-03-02 00:28
247,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-02 00:31
248,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-02 00:35
249,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-02 00:36
250,user_007XIjOr,zXMHUt57MEYgpgIz,2019-03-02 00:41
251,user_007XIjOr,zXMHUt57MEYgpgIz,2019-03-02 00:41
252,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-02 00:48
253,user_007XIjOr,D098jupnftqfLnvL,2019-03-02 00:54
254,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-02 00:54
255,user_007XIjOr,D098jupnftqfLnvL,2019-03-02 00:56
256,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-03-02 01:26
257,user_007XIjOr,AroELicy4S1Y5KPG,2019-03-02 01:52
258,user_007XIjOr,N6xn24OrfbXCgTPW,2019-03-02 01:54
259,user_007XIjOr,uMTX73gvEjF2oAGP,2019-03-02 01:56
260,user_007XIjOr,uMTX73gvEjF2oAGP,2019-03-02 01:56
261,user_007XIjOr,ztaz9kqb44s2WVLS,2019-03-02 02:02
262,user_007XIjOr,ztaz9kqb44s2WVLS,2019-03-02 02:02
263,user_007XIjOr,N6xn24OrfbXCgTPW,2019-03-02 19:11
264,user_007XIjOr,uMTX73gvEjF2oAGP,2019-03-02 19:18
265,user_007XIjOr,ANgqdprgC44Bj6Bv,2019-03-02 19:24
266,user_007XIjOr,ANgqdprgC44Bj6Bv,2019-03-02 19:24
267,user_007XIjOr,ANgqdprgC44Bj6Bv,2019-03-02 19:28
268,user_007XIjOr,ANgqdprgC44Bj6Bv,2019-03-02 19:28
269,user_007XIjOr,ztaz9kqb44s2WVLS,2019-03-02 19:36
270,user_007XIjOr,2Q44O3s5OQrptQ3Z,2019-03-02 19:45
271,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-03-02 19:59
272,user_007XIjOr,yspG3O3y8atU4RbT,2019-03-02 20:06
273,user_007XIjOr,OuIw4maKAWR1JKGg,2019-03-02 20:27
274,user_007XIjOr,OuIw4maKAWR1JKGg,2019-03-02 20:27
275,user_007XIjOr,oUQkvVfipSWDqppB,2019-03-02 20:34
276,user_007XIjOr,oUQkvVfipSWDqppB,2019-03-02 20:34
277,user_007XIjOr,dwpODe8SVpfU7u1W,2019-03-02 20:39
278,user_007XIjOr,wYGkCbkXARs2GdAl,2019-03-02 20:58
279,user_007XIjOr,g8qTGNHJA8j3cZYA,2019-03-02 21:06
280,user_007XIjOr,g8qTGNHJA8j3cZYA,2019-03-02 21:06
281,user_007XIjOr,JCnYGNxBR2nVamBs,2019-03-02 21:10
282,user_007XIjOr,g8qTGNHJA8j3cZYA,2019-03-02 21:10
283,user_007XIjOr,eqap64zLlsAZxizW,2019-03-02 21:13
284,user_007XIjOr,atu6tjQe3PnJ69KG,2019-03-02 21:19
285,user_007XIjOr,lHdsYHWV2aB5qYvE,2019-03-02 21:26
286,user_007XIjOr,lHdsYHWV2aB5qYvE,2019-03-02 21:26
287,user_007XIjOr,NlE6greyN9xK2Goq,2019-03-02 21:37
288,user_007XIjOr,zXouTXUyNaY4r1gM,2019-03-02 21:39
289,user_007XIjOr,NlE6greyN9xK2Goq,2019-03-02 21:39
290,user_007XIjOr,zXouTXUyNaY4r1gM,2019-03-02 21:39
291,user_007XIjOr,NVwWvPLsUbIgyUii,2019-03-02 21:42
292,user_007XIjOr,NVwWvPLsUbIgyUii,2019-03-02 21:42
293,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-02 21:45
294,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-02 21:56
295,user_007XIjOr,MDwilAKB1n0mPfox,2019-03-02 22:09
296,user_007XIjOr,sKKgabkwl44SoTR7,2019-03-02 22:13
297,user_007XIjOr,4Xx8IqRVugdBy9GD,2019-03-02 22:22
298,user_007XIjOr,sKKgabkwl44SoTR7,2019-03-02 22:46
299,user_007XIjOr,zXMHUt57MEYgpgIz,2019-03-02 22:50
300,user_007XIjOr,4Xx8IqRVugdBy9GD,2019-03-02 22:56
301,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-02 22:59
302,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-02 23:04
303,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-02 23:13
304,user_007XIjOr,jH2ACbKWbK1AlGLB,2019-03-03 21:04
305,user_007XIjOr,b96WKRPEZcQvC69D,2019-03-03 21:21
306,user_007XIjOr,b96WKRPEZcQvC69D,2019-03-03 21:21
307,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-03 21:24
308,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-03 21:25
309,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-03 21:28
310,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-03 21:36
311,user_007XIjOr,2ln9uBuZQ9VFslZv,2019-03-03 21:39
312,user_007XIjOr,fMAHXkJP4VUi1cCZ,2019-03-03 21:39
313,user_007XIjOr,6SKmdv6iitGfQ38u,2019-03-04 01:43
314,user_007XIjOr,6SKmdv6iitGfQ38u,2019-03-04 01:43
315,user_007XIjOr,c7pfkD60bury9ATZ,2019-03-04 02:00
316,user_007XIjOr,c7pfkD60bury9ATZ,2019-03-04 02:00
317,user_007XIjOr,4Sr1HZkpT2sgkxNU,2019-03-04 02:03
318,user_007XIjOr,4Sr1HZkpT2sgkxNU,2019-03-04 02:03
319,user_007XIjOr,MOB5YD2ZTsY5Pax2,2019-03-04 02:08
320,user_007XIjOr,MOB5YD2ZTsY5Pax2,2019-03-04 02:08
321,user_007XIjOr,yOweG05EEpsNtHPV,2019-03-04 02:25
322,user_007XIjOr,yOweG05EEpsNtHPV,2019-03-04 02:25
323,user_007XIjOr,OPfLbWfPG6JUZq16,2019-03-04 02:27
324,user_007XIjOr,MHSAb3wSRZoYOCnE,2019-03-04 02:32
325,user_007XIjOr,MHSAb3wSRZoYOCnE,2019-03-04 02:32
326,user_007XIjOr,WCwrsprZWVZxikPa,2019-03-04 02:49
327,user_007XIjOr,qorRFLX3V494C01P,2019-03-04 12:41
328,user_007XIjOr,qorRFLX3V494C01P,2019-03-04 12:41
329,user_007XIjOr,Y60ateqiwpa3iRWH,2019-03-04 12:45
330,user_007XIjOr,Y60ateqiwpa3iRWH,2019-03-04 12:45
331,user_007XIjOr,b3MJ7AUy2fdXtrdW,2019-03-04 12:50
332,user_007XIjOr,b3MJ7AUy2fdXtrdW,2019-03-04 12:50
333,user_007XIjOr,KJg2bqLTVTM01PII,2019-03-04 13:04
334,user_007XIjOr,KJg2bqLTVTM01PII,2019-03-04 13:04
335,user_007XIjOr,Rr7PNTK7JVc0DmW5,2019-03-04 13:16
336,user_007XIjOr,Rr7PNTK7JVc0DmW5,2019-03-04 13:16
337,user_007XIjOr,nRpEFcFzYZ8Z8Cye,2019-03-04 13:21
338,user_007XIjOr,52tddvK5ULScV6tG,2019-03-04 13:30
339,user_007XIjOr,2DBdf4v5kgi5CyXS,2019-03-04 13:45
340,user_007XIjOr,2DBdf4v5kgi5CyXS,2019-03-04 13:45
341,user_007XIjOr,vj16iQ3IsKpFGBL4,2019-03-04 13:54
342,user_007XIjOr,vj16iQ3IsKpFGBL4,2019-03-04 13:54
343,user_007XIjOr,04iQE4VyxOcloEVY,2019-03-04 13:57
344,user_007XIjOr,04iQE4VyxOcloEVY,2019-03-04 13:57
345,user_007XIjOr,XANswnCXie49ZoNd,2019-03-04 14:01
346,user_007XIjOr,XANswnCXie49ZoNd,2019-03-04 14:01
347,user_007XIjOr,BEIod7K8tkPOjzxK,2019-03-04 14:06
348,user_007XIjOr,DhLocRBlCrB5ikDO,2019-03-04 14:51
349,user_007XIjOr,0MlouT1rCMQlu1Ps,2019-03-04 16:13
350,user_007XIjOr,zgb84Ca9tegE1u9g,2019-03-04 16:18
351,user_007XIjOr,zgb84Ca9tegE1u9g,2019-03-04 16:18
352,user_007XIjOr,XxWs7AGXNr2Td0J5,2019-03-04 16:21
353,user_007XIjOr,s5VkZVhFxqFZrlDj,2019-03-04 16:27
354,user_007XIjOr,s5VkZVhFxqFZrlDj,2019-03-04 16:27
355,user_007XIjOr,86TAo1wylsSZ9XgB,2019-03-04 16:40
356,user_007XIjOr,lxN2SpOaQsgc2fsi,2019-03-04 16:44
357,user_007XIjOr,lxN2SpOaQsgc2fsi,2019-03-04 16:44
358,user_007XIjOr,vs5cpeGEt126xt6o,2019-03-04 16:49
359,user_007XIjOr,vs5cpeGEt126xt6o,2019-03-04 16:50
360,user_007XIjOr,A651vmPaFmnkdMVV,2019-03-04 18:02
361,user_007XIjOr,A651vmPaFmnkdMVV,2019-03-04 18:02
362,user_007XIjOr,oXHT1WCf69NZYQJL,2019-03-04 18:18
363,user_007XIjOr,oXHT1WCf69NZYQJL,2019-03-04 18:18
364,user_007XIjOr,0247XD85scrr19o0,2019-03-04 18:25
365,user_007XIjOr,0247XD85scrr19o0,2019-03-04 18:25
366,user_007XIjOr,adLVTSToBa8JRkPW,2019-03-04 18:28
